state,state_abbr,fips,year,month,date,unemployment_rate,employment_rate,avg_weekly_hours,job_openings_rate,quits_level_thousands,avg_weekly_earnings,violent_crime_rate_per_100k
Colorado,CO,8,2024,10,2024-10-01,4.4,65.2,33.3,5.9,62.0,1291.71,41.58
Colorado,CO,8,2024,11,2024-11-01,4.7,64.8,32.8,5.0,70.0,1284.45,35.92
Colorado,CO,8,2024,12,2024-12-01,4.5,64.7,33.7,4.0,43.0,1336.88,37.22
Colorado,CO,8,2025,1,2025-01-01,5.0,64.5,32.7,4.9,67.0,1301.13,35.19
Colorado,CO,8,2025,2,2025-02-01,5.2,64.0,33.4,5.1,39.0,1326.65,31.15
Colorado,CO,8,2025,3,2025-03-01,4.6,64.2,33.5,4.4,51.0,1316.89,36.51
Colorado,CO,8,2025,4,2025-04-01,4.6,64.5,33.1,4.6,64.0,1294.21,35.3
Colorado,CO,8,2025,5,2025-05-01,4.5,64.2,33.1,4.1,70.0,1292.22,36.99
Colorado,CO,8,2025,6,2025-06-01,4.5,64.9,33.9,4.0,68.0,1327.19,37.72
Colorado,CO,8,2025,7,2025-07-01,3.9,65.0,33.4,4.0,85.0,1299.93,40.68
Colorado,CO,8,2025,8,2025-08-01,3.7,64.9,33.5,4.2,69.0,1311.53,39.56
Colorado,CO,8,2025,9,2025-09-01,3.9,64.8,33.2,4.5,65.0,1308.08,36.47
Colorado,CO,8,2025,10,2025-10-01,,,33.2,4.2,59.0,1317.04,32.09
Colorado,CO,8,2025,11,2025-11-01,3.6,64.2,33.7,3.7,61.0,1358.45,31.77
Colorado,CO,8,2025,12,2025-12-01,3.6,64.1,32.5,3.5,50.0,1321.13,27.67
Connecticut,CT,9,2022,1,2022-01-01,5.4,62.7,34.1,5.8,37.0,1183.27,13.18
Connecticut,CT,9,2022,2,2022-02-01,5.2,62.5,34.0,6.6,30.0,1159.74,12.33
Connecticut,CT,9,2022,3,2022-03-01,4.5,63.2,33.9,6.4,30.0,1157.35,12.68
Connecticut,CT,9,2022,4,2022-04-01,4.0,62.6,33.8,6.4,42.0,1160.35,11.13
Connecticut,CT,9,2022,5,2022-05-01,4.2,63.2,34.2,6.6,34.0,1185.37,14.34
Connecticut,CT,9,2022,6,2022-06-01,4.1,63.4,33.8,6.5,42.0,1151.9,13.04
Connecticut,CT,9,2022,7,2022-07-01,4.2,63.3,33.5,6.6,45.0,1158.43,15.17
Connecticut,CT,9,2022,8,2022-08-01,4.0,62.6,33.7,6.3,47.0,1166.36,13.4
Connecticut,CT,9,2022,9,2022-09-01,3.4,62.6,33.8,7.3,38.0,1185.03,14.37
Connecticut,CT,9,2022,10,2022-10-01,3.5,62.4,34.0,6.1,30.0,1201.22,13.37
Connecticut,CT,9,2022,11,2022-11-01,3.2,62.5,33.7,10.3,39.0,1180.51,11.55
Connecticut,CT,9,2022,12,2022-12-01,2.9,62.4,33.5,6.0,29.0,1182.89,10.92
Connecticut,CT,9,2023,1,2023-01-01,3.9,61.8,33.5,5.4,32.0,1206.0,13.99
Connecticut,CT,9,2023,2,2023-02-01,4.0,61.4,33.0,5.4,30.0,1184.04,10.84
Connecticut,CT,9,2023,3,2023-03-01,3.4,62.0,32.9,5.7,31.0,1176.18,11.5
Connecticut,CT,9,2023,4,2023-04-01,2.6,62.0,33.7,5.6,39.0,1207.13,11.92
Connecticut,CT,9,2023,5,2023-05-01,3.1,62.4,33.0,4.8,40.0,1166.88,14.15
Connecticut,CT,9,2023,6,2023-06-01,3.1,63.0,33.0,5.2,39.0,1162.92,13.91
Connecticut,CT,9,2023,7,2023-07-01,3.3,63.2,33.5,5.1,44.0,1196.62,14.6
Connecticut,CT,9,2023,8,2023-08-01,3.3,62.5,33.3,5.0,31.0,1187.81,12.61
Connecticut,CT,9,2023,9,2023-09-01,2.9,62.7,33.4,5.2,32.0,1202.4,12.99
Connecticut,CT,9,2023,10,2023-10-01,3.1,62.5,33.8,4.4,27.0,1243.5,13.27
Connecticut,CT,9,2023,11,2023-11-01,2.9,62.9,33.5,4.7,26.0,1226.77,12.3
Connecticut,CT,9,2023,12,2023-12-01,2.9,62.1,33.5,4.8,27.0,1237.16,12.11
Connecticut,CT,9,2024,1,2024-01-01,3.7,61.9,33.2,5.1,28.0,1230.06,12.54
Connecticut,CT,9,2024,2,2024-02-01,3.8,61.6,32.9,4.8,23.0,1233.42,11.05
Connecticut,CT,9,2024,3,2024-03-01,3.3,62.4,33.3,4.6,27.0,1246.75,11.97
Connecticut,CT,9,2024,4,2024-04-01,2.7,62.3,33.6,4.6,35.0,1266.38,10.69
Connecticut,CT,9,2024,5,2024-05-01,3.1,62.8,33.4,4.7,30.0,1258.51,13.77
Connecticut,CT,9,2024,6,2024-06-01,3.0,63.3,33.6,4.4,34.0,1271.09,10.91
Connecticut,CT,9,2024,7,2024-07-01,3.6,63.4,33.5,4.3,30.0,1249.22,13.82
Connecticut,CT,9,2024,8,2024-08-01,3.4,62.8,33.6,4.4,40.0,1268.74,12.73
Connecticut,CT,9,2024,9,2024-09-01,2.8,63.3,33.9,4.4,33.0,1297.35,11.62
Connecticut,CT,9,2024,10,2024-10-01,2.9,63.2,33.7,4.3,29.0,1296.44,10.61
Connecticut,CT,9,2024,11,2024-11-01,2.9,63.2,33.5,4.4,21.0,1283.05,10.07
Connecticut,CT,9,2024,12,2024-12-01,2.7,63.2,33.8,4.2,18.0,1311.78,9.17
Connecticut,CT,9,2025,1,2025-01-01,4.0,62.1,33.2,4.8,34.0,1293.14,9.12
Connecticut,CT,9,2025,2,2025-02-01,4.5,61.4,33.4,4.5,23.0,1312.29,7.46
Connecticut,CT,9,2025,3,2025-03-01,4.1,62.0,33.4,4.3,34.0,1306.61,10.26
Connecticut,CT,9,2025,4,2025-04-01,3.4,62.6,33.3,4.5,35.0,1300.37,9.71
Connecticut,CT,9,2025,5,2025-05-01,3.9,62.4,33.4,4.3,26.0,1298.93,10.53
Connecticut,CT,9,2025,6,2025-06-01,3.4,62.5,33.5,4.2,44.0,1304.49,9.74
Connecticut,CT,9,2025,7,2025-07-01,4.2,62.6,33.5,3.9,29.0,1301.48,9.44
Connecticut,CT,9,2025,8,2025-08-01,3.8,61.8,33.6,3.7,35.0,1309.73,9.36
Connecticut,CT,9,2025,9,2025-09-01,3.8,61.5,33.8,4.3,28.0,1326.31,8.84
Connecticut,CT,9,2025,10,2025-10-01,,,33.7,4.1,27.0,1327.44,8.75
Connecticut,CT,9,2025,11,2025-11-01,4.2,61.6,34.0,4.1,26.0,1350.48,6.39
Connecticut,CT,9,2025,12,2025-12-01,4.1,60.9,33.8,3.8,22.0,1350.99,5.99
Delaware,DE,10,2022,1,2022-01-01,5.1,58.0,32.7,7.2,17.0,965.63,27.61
Delaware,DE,10,2022,2,2022-02-01,4.7,58.2,33.0,7.0,12.0,962.61,27.87
Delaware,DE,10,2022,3,2022-03-01,4.4,58.6,32.9,7.9,13.0,970.55,30.23
Delaware,DE,10,2022,4,2022-04-01,4.1,58.5,32.9,8.4,17.0,979.76,31.21
Delaware,DE,10,2022,5,2022-05-01,3.9,58.3,33.1,7.1,14.0,977.44,38.1
Delaware,DE,10,2022,6,2022-06-01,4.5,58.3,32.8,7.0,18.0,957.76,32.21
Delaware,DE,10,2022,7,2022-07-01,4.3,58.3,33.1,8.2,16.0,970.49,37.51
Delaware,DE,10,2022,8,2022-08-01,4.4,58.0,33.2,6.7,19.0,992.35,35.64
Delaware,DE,10,2022,9,2022-09-01,3.8,57.6,32.8,7.1,21.0,993.18,37.61
Delaware,DE,10,2022,10,2022-10-01,4.0,57.9,33.3,7.2,21.0,997.67,37.22
Delaware,DE,10,2022,11,2022-11-01,3.7,58.0,32.9,7.0,16.0,979.76,28.88
Delaware,DE,10,2022,12,2022-12-01,3.5,58.3,32.9,7.0,13.0,982.07,29.81
Delaware,DE,10,2023,1,2023-01-01,4.2,57.9,33.1,8.4,17.0,1012.2,30.78
Delaware,DE,10,2023,2,2023-02-01,4.2,58.0,32.7,6.6,13.0,1002.26,30.25
Delaware,DE,10,2023,3,2023-03-01,4.0,58.6,32.4,6.2,12.0,988.2,28.88
Delaware,DE,10,2023,4,2023-04-01,3.5,58.8,32.4,6.2,13.0,1018.98,34.21
Delaware,DE,10,2023,5,2023-05-01,3.6,58.4,32.4,6.4,14.0,986.26,37.31
Delaware,DE,10,2023,6,2023-06-01,4.1,58.6,32.3,6.2,14.0,977.4,36.53
Delaware,DE,10,2023,7,2023-07-01,3.9,58.8,32.7,4.3,15.0,998.0,36.83
Delaware,DE,10,2023,8,2023-08-01,4.2,58.5,32.5,5.6,17.0,991.58,33.58
Delaware,DE,10,2023,9,2023-09-01,3.7,57.9,32.3,6.2,19.0,991.93,36.92
Delaware,DE,10,2023,10,2023-10-01,3.8,58.1,32.6,5.1,13.0,1018.75,35.57
Delaware,DE,10,2023,11,2023-11-01,3.4,58.3,32.3,5.1,11.0,998.39,29.56
Delaware,DE,10,2023,12,2023-12-01,3.4,58.0,32.1,5.4,10.0,1011.15,27.72
Delaware,DE,10,2024,1,2024-01-01,4.0,57.4,31.6,4.9,12.0,1012.15,26.24
Delaware,DE,10,2024,2,2024-02-01,4.0,57.5,31.9,5.1,8.0,1014.74,24.53
Delaware,DE,10,2024,3,2024-03-01,3.8,57.8,32.0,4.9,8.0,996.48,27.95
Delaware,DE,10,2024,4,2024-04-01,3.5,57.9,32.1,4.9,11.0,1019.18,33.56
Delaware,DE,10,2024,5,2024-05-01,3.4,57.4,31.8,4.9,12.0,1008.06,36.03
Delaware,DE,10,2024,6,2024-06-01,4.1,57.6,31.9,4.5,13.0,1009.32,34.89
Delaware,DE,10,2024,7,2024-07-01,4.2,57.6,31.8,5.6,18.0,990.89,32.32
Delaware,DE,10,2024,8,2024-08-01,4.1,57.3,32.1,5.0,14.0,1015.32,34.41
Delaware,DE,10,2024,9,2024-09-01,3.4,57.0,32.4,4.7,15.0,1035.83,31.69
Delaware,DE,10,2024,10,2024-10-01,3.4,57.0,32.6,5.2,11.0,1031.79,30.9
Delaware,DE,10,2024,11,2024-11-01,3.2,57.0,32.4,5.2,10.0,1035.18,27.76
Delaware,DE,10,2024,12,2024-12-01,3.1,57.0,32.8,5.0,13.0,1057.8,26.62
Delaware,DE,10,2025,1,2025-01-01,4.0,56.7,31.9,4.5,10.0,1030.69,25.0
Delaware,DE,10,2025,2,2025-02-01,4.1,56.3,32.1,4.5,8.0,1053.2,24.81
Delaware,DE,10,2025,3,2025-03-01,4.1,56.8,32.9,4.5,8.0,1066.29,28.61
Delaware,DE,10,2025,4,2025-04-01,3.9,57.0,32.5,4.4,9.0,1048.78,31.37
Delaware,DE,10,2025,5,2025-05-01,3.8,56.7,32.5,4.8,13.0,1062.1,31.77
Delaware,DE,10,2025,6,2025-06-01,4.5,56.6,32.7,4.5,11.0,1070.27,31.28
Delaware,DE,10,2025,7,2025-07-01,4.7,56.9,32.4,4.5,15.0,1053.0,30.99
Delaware,DE,10,2025,8,2025-08-01,5.2,56.5,32.6,4.6,14.0,1072.87,25.38
Delaware,DE,10,2025,9,2025-09-01,5.0,56.3,32.2,5.0,15.0,1073.87,29.18
Delaware,DE,10,2025,10,2025-10-01,,,32.4,4.8,9.0,1090.91,22.82
Delaware,DE,10,2025,11,2025-11-01,5.4,56.1,32.7,4.3,10.0,1114.74,
Delaware,DE,10,2025,12,2025-12-01,5.1,56.3,32.4,4.2,11.0,1095.77,
Florida,FL,12,2022,1,2022-01-01,3.7,56.4,34.5,7.1,272.0,1001.54,14.11
Florida,FL,12,2022,2,2022-02-01,3.3,56.8,34.5,7.1,256.0,997.74,12.92
Florida,FL,12,2022,3,2022-03-01,3.0,57.0,34.5,8.1,381.0,1001.88,15.75
Florida,FL,12,2022,4,2022-04-01,2.8,57.0,34.6,7.4,341.0,1001.32,15.1
Florida,FL,12,2022,5,2022-05-01,2.8,57.2,34.6,6.7,364.0,1009.97,15.69
Florida,FL,12,2022,6,2022-06-01,3.2,57.1,34.3,6.7,327.0,999.5,14.41
Florida,FL,12,2022,7,2022-07-01,3.1,57.1,34.3,6.1,303.0,1009.11,15.72
Florida,FL,12,2022,8,2022-08-01,3.1,57.2,34.0,6.2,319.0,1009.8,15.36
Florida,FL,12,2022,9,2022-09-01,2.9,57.4,34.0,6.3,254.0,1013.2,16.52
Florida,FL,12,2022,10,2022-10-01,3.0,57.4,34.5,5.4,263.0,1037.42,17.09
Florida,FL,12,2022,11,2022-11-01,2.9,56.9,33.7,6.8,235.0,1026.84,15.08
Florida,FL,12,2022,12,2022-12-01,2.5,57.2,34.2,6.4,301.0,1034.21,156.32
Florida,FL,12,2023,1,2023-01-01,2.9,57.0,34.6,6.6,245.0,1043.19,16.95
Florida,FL,12,2023,2,2023-02-01,2.7,57.4,34.4,6.1,235.0,1049.54,15.17
Florida,FL,12,2023,3,2023-03-01,2.7,57.6,34.2,6.1,273.0,1056.78,17.23
Florida,FL,12,2023,4,2023-04-01,2.5,57.7,34.3,6.1,297.0,1068.1,18.23
Florida,FL,12,2023,5,2023-05-01,2.8,57.5,34.1,6.0,316.0,1048.58,18.86
Florida,FL,12,2023,6,2023-06-01,3.1,57.5,33.9,6.0,334.0,1043.78,18.1
Florida,FL,12,2023,7,2023-07-01,3.1,57.5,34.1,5.2,292.0,1070.74,18.58
Florida,FL,12,2023,8,2023-08-01,3.3,57.4,33.7,5.9,292.0,1060.88,18.41
Florida,FL,12,2023,9,2023-09-01,3.2,57.5,33.9,5.8,269.0,1074.97,18.28
Florida,FL,12,2023,10,2023-10-01,3.2,57.4,34.2,5.6,269.0,1098.16,19.2
Florida,FL,12,2023,11,2023-11-01,3.0,57.2,33.7,5.2,254.0,1070.99,16.88
Florida,FL,12,2023,12,2023-12-01,2.9,56.9,34.1,5.4,223.0,1088.47,90.92
Florida,FL,12,2024,1,2024-01-01,3.2,56.7,33.9,4.9,246.0,1087.51,18.08
Florida,FL,12,2024,2,2024-02-01,3.1,56.8,34.4,4.9,291.0,1106.3,16.25
Florida,FL,12,2024,3,2024-03-01,3.1,56.9,34.4,4.8,261.0,1103.21,18.79
Florida,FL,12,2024,4,2024-04-01,2.9,56.9,34.3,4.9,317.0,1095.89,18.18
Florida,FL,12,2024,5,2024-05-01,3.1,56.7,34.2,4.8,228.0,1092.35,20.07
Florida,FL,12,2024,6,2024-06-01,3.6,56.6,34.4,4.3,290.0,1103.55,17.4
Florida,FL,12,2024,7,2024-07-01,3.8,56.4,34.0,4.7,345.0,1076.44,18.22
Florida,FL,12,2024,8,2024-08-01,3.8,56.4,34.0,4.5,289.0,1099.22,17.36
Florida,FL,12,2024,9,2024-09-01,3.5,56.6,34.3,4.0,234.0,1130.53,17.55
Florida,FL,12,2024,10,2024-10-01,3.5,56.3,33.1,4.6,210.0,1108.52,16.96
Florida,FL,12,2024,11,2024-11-01,3.5,55.9,34.3,4.9,205.0,1135.67,15.64
Florida,FL,12,2024,12,2024-12-01,3.2,56.0,34.6,4.4,166.0,1180.21,72.74
Florida,FL,12,2025,1,2025-01-01,3.7,56.0,34.2,5.0,250.0,1153.22,19.07
Florida,FL,12,2025,2,2025-02-01,3.7,55.8,34.7,4.5,239.0,1191.6,19.17
Florida,FL,12,2025,3,2025-03-01,3.5,55.9,34.6,3.8,229.0,1187.47,22.04
Florida,FL,12,2025,4,2025-04-01,3.5,55.9,34.4,4.1,262.0,1161.0,22.91
Florida,FL,12,2025,5,2025-05-01,3.5,55.7,34.1,4.6,265.0,1161.79,22.84
Florida,FL,12,2025,6,2025-06-01,3.9,55.5,34.6,4.4,229.0,1187.82,21.71
Florida,FL,12,2025,7,2025-07-01,4.1,55.7,34.2,3.8,234.0,1168.27,22.03
Florida,FL,12,2025,8,2025-08-01,4.4,55.3,34.2,4.4,249.0,1181.27,21.48
Florida,FL,12,2025,9,2025-09-01,4.2,55.4,34.0,4.6,194.0,1183.54,21.43
Florida,FL,12,2025,10,2025-10-01,,,34.1,4.8,201.0,1191.11,21.97
Florida,FL,12,2025,11,2025-11-01,4.9,54.7,34.6,4.1,166.0,1229.34,21.76
Florida,FL,12,2025,12,2025-12-01,4.4,54.9,34.4,4.1,171.0,1209.5,20.37
Georgia,GA,13,2022,1,2022-01-01,3.5,59.8,34.6,8.3,181.0,1035.92,28.95
Georgia,GA,13,2022,2,2022-02-01,3.2,60.1,34.7,8.4,168.0,1022.26,28.51
Georgia,GA,13,2022,3,2022-03-01,3.1,60.3,34.6,8.5,155.0,1008.94,32.62
Georgia,GA,13,2022,4,2022-04-01,2.6,60.0,34.6,8.7,198.0,1011.7,34.37
Georgia,GA,13,2022,5,2022-05-01,3.0,59.9,35.1,7.7,200.0,1038.61,38.48
Georgia,GA,13,2022,6,2022-06-01,3.5,59.7,34.9,8.8,265.0,1014.54,35.09
Georgia,GA,13,2022,7,2022-07-01,3.2,59.6,34.7,8.7,214.0,1025.39,35.66
Georgia,GA,13,2022,8,2022-08-01,3.6,59.2,34.7,7.3,214.0,1033.71,32.55
Georgia,GA,13,2022,9,2022-09-01,3.0,59.7,34.7,7.6,194.0,1039.61,32.75
Georgia,GA,13,2022,10,2022-10-01,3.3,59.6,35.1,7.3,161.0,1077.57,33.18
Georgia,GA,13,2022,11,2022-11-01,3.1,59.6,34.4,8.0,143.0,1040.6,30.05
Georgia,GA,13,2022,12,2022-12-01,3.0,59.7,34.6,7.0,134.0,1049.07,29.35
Georgia,GA,13,2023,1,2023-01-01,3.4,59.6,34.8,7.6,158.0,1078.1,31.77
Georgia,GA,13,2023,2,2023-02-01,3.4,59.9,34.4,8.1,168.0,1057.8,28.66
Georgia,GA,13,2023,3,2023-03-01,3.3,60.2,34.3,7.8,160.0,1038.26,31.91
Georgia,GA,13,2023,4,2023-04-01,2.7,60.1,34.8,7.2,149.0,1079.15,31.76
Georgia,GA,13,2023,5,2023-05-01,3.3,59.8,34.4,6.5,160.0,1041.98,35.22
Georgia,GA,13,2023,6,2023-06-01,3.6,59.7,34.4,6.3,135.0,1042.32,32.72
Georgia,GA,13,2023,7,2023-07-01,3.3,59.9,34.7,6.1,164.0,1078.82,33.15
Georgia,GA,13,2023,8,2023-08-01,3.7,59.5,34.3,6.1,157.0,1061.93,31.21
Georgia,GA,13,2023,9,2023-09-01,3.2,60.0,34.3,6.4,139.0,1063.3,29.02
Georgia,GA,13,2023,10,2023-10-01,3.4,59.8,34.6,6.0,135.0,1093.71,31.58
Georgia,GA,13,2023,11,2023-11-01,3.0,60.1,34.5,5.5,98.0,1070.19,26.97
Georgia,GA,13,2023,12,2023-12-01,3.1,59.7,34.6,5.4,120.0,1069.49,27.22
Georgia,GA,13,2024,1,2024-01-01,3.4,59.6,34.1,5.1,110.0,1059.15,26.91
Georgia,GA,13,2024,2,2024-02-01,3.4,59.8,34.4,5.2,86.0,1066.4,25.73
Georgia,GA,13,2024,3,2024-03-01,3.4,60.0,34.3,5.1,108.0,1063.3,26.67
Georgia,GA,13,2024,4,2024-04-01,3.0,59.9,34.2,5.2,109.0,1075.93,29.8
Georgia,GA,13,2024,5,2024-05-01,3.5,59.6,34.2,5.0,118.0,1074.91,30.71
Georgia,GA,13,2024,6,2024-06-01,3.9,59.4,34.9,4.9,134.0,1115.06,28.0
Georgia,GA,13,2024,7,2024-07-01,3.9,59.4,34.0,4.9,134.0,1082.56,28.14
Georgia,GA,13,2024,8,2024-08-01,4.1,58.9,34.0,5.3,130.0,1098.88,29.22
Georgia,GA,13,2024,9,2024-09-01,3.4,59.5,34.6,4.5,106.0,1136.61,27.33
Georgia,GA,13,2024,10,2024-10-01,3.6,59.3,34.2,5.4,111.0,1137.15,25.31
Georgia,GA,13,2024,11,2024-11-01,3.5,59.1,34.2,5.5,86.0,1136.81,24.24
Georgia,GA,13,2024,12,2024-12-01,3.4,59.0,34.5,5.4,87.0,1179.56,22.48
Georgia,GA,13,2025,1,2025-01-01,3.5,58.8,33.0,5.4,95.0,1127.28,23.97
Georgia,GA,13,2025,2,2025-02-01,3.7,58.5,34.5,5.1,87.0,1186.11,21.29
Georgia,GA,13,2025,3,2025-03-01,3.6,58.9,34.5,5.2,106.0,1185.77,25.41
Georgia,GA,13,2025,4,2025-04-01,3.1,58.9,34.3,5.3,90.0,1161.06,25.92
Georgia,GA,13,2025,5,2025-05-01,3.3,58.5,34.2,6.2,121.0,1164.85,27.14
Georgia,GA,13,2025,6,2025-06-01,3.7,58.6,34.9,5.3,85.0,1208.24,26.69
Georgia,GA,13,2025,7,2025-07-01,3.6,58.5,34.5,5.4,107.0,1185.08,26.4
Georgia,GA,13,2025,8,2025-08-01,3.5,58.3,34.5,5.4,119.0,1200.95,22.81
Georgia,GA,13,2025,9,2025-09-01,3.4,58.8,34.7,6.3,103.0,1211.03,24.58
Georgia,GA,13,2025,10,2025-10-01,,,34.7,6.1,84.0,1232.2,24.1
Georgia,GA,13,2025,11,2025-11-01,4.0,58.4,35.1,5.0,97.0,1274.13,22.52
Georgia,GA,13,2025,12,2025-12-01,3.3,58.9,34.8,5.2,75.0,1264.63,23.03
Hawaii,HI,15,2022,1,2022-01-01,3.2,57.5,33.2,6.8,18.0,1103.9,25.76
Hawaii,HI,15,2022,2,2022-02-01,3.1,57.6,32.9,6.3,13.0,1091.62,22.29
Hawaii,HI,15,2022,3,2022-03-01,3.0,57.9,32.7,6.3,15.0,1073.87,22.64
Hawaii,HI,15,2022,4,2022-04-01,3.1,57.8,33.2,6.3,15.0,1103.57,22.57
Hawaii,HI,15,2022,5,2022-05-01,3.1,57.9,33.7,5.8,15.0,1132.99,22.5
Hawaii,HI,15,2022,6,2022-06-01,3.9,57.7,33.4,5.7,16.0,1115.89,19.3
Hawaii,HI,15,2022,7,2022-07-01,3.4,58.1,33.5,7.3,14.0,1125.6,21.25
Hawaii,HI,15,2022,8,2022-08-01,3.5,58.0,33.3,5.7,21.0,1116.22,26.25
Hawaii,HI,15,2022,9,2022-09-01,3.5,57.8,33.3,5.4,17.0,1120.21,26.45
Hawaii,HI,15,2022,10,2022-10-01,3.4,57.9,34.1,5.3,11.0,1165.54,24.86
Hawaii,HI,15,2022,11,2022-11-01,3.4,57.9,33.2,4.8,11.0,1130.79,21.46
Hawaii,HI,15,2022,12,2022-12-01,2.9,58.2,33.6,6.1,13.0,1153.82,20.28
Hawaii,HI,15,2023,1,2023-01-01,3.0,58.3,34.3,5.1,15.0,1192.27,20.14
Hawaii,HI,15,2023,2,2023-02-01,3.0,58.4,33.3,5.4,11.0,1143.86,17.84
Hawaii,HI,15,2023,3,2023-03-01,2.8,58.8,33.2,4.8,12.0,1138.76,21.32
Hawaii,HI,15,2023,4,2023-04-01,2.5,58.7,34.1,5.7,13.0,1187.7,22.37
Hawaii,HI,15,2023,5,2023-05-01,2.6,58.3,33.5,4.2,13.0,1159.44,22.44
Hawaii,HI,15,2023,6,2023-06-01,3.3,58.2,33.5,4.5,14.0,1150.06,18.47
Hawaii,HI,15,2023,7,2023-07-01,2.8,58.5,34.0,4.9,14.0,1192.38,20.07
Hawaii,HI,15,2023,8,2023-08-01,3.0,58.2,33.2,4.8,21.0,1167.64,19.72
Hawaii,HI,15,2023,9,2023-09-01,3.3,57.9,33.1,5.1,21.0,1173.4,21.46
Hawaii,HI,15,2023,10,2023-10-01,3.1,57.9,33.7,4.3,10.0,1204.78,19.3
Hawaii,HI,15,2023,11,2023-11-01,2.9,58.4,32.7,4.5,9.0,1175.57,21.39
Hawaii,HI,15,2023,12,2023-12-01,2.7,58.0,32.7,4.2,9.0,1182.11,19.44
Hawaii,HI,15,2024,1,2024-01-01,2.9,58.0,32.5,4.1,14.0,1197.63,20.81
Hawaii,HI,15,2024,2,2024-02-01,2.8,58.2,32.9,4.5,11.0,1209.08,17.15
Hawaii,HI,15,2024,3,2024-03-01,2.7,58.4,33.3,4.1,11.0,1217.12,19.02
Hawaii,HI,15,2024,4,2024-04-01,2.6,58.2,33.0,3.5,13.0,1206.48,16.6
Hawaii,HI,15,2024,5,2024-05-01,2.5,58.0,32.7,4.2,13.0,1198.13,22.2
Hawaii,HI,15,2024,6,2024-06-01,3.5,58.0,33.9,3.9,14.0,1238.71,19.85
Hawaii,HI,15,2024,7,2024-07-01,3.2,58.4,33.2,4.2,13.0,1217.11,19.22
Hawaii,HI,15,2024,8,2024-08-01,3.2,58.1,32.7,3.9,15.0,1208.59,20.47
Hawaii,HI,15,2024,9,2024-09-01,3.2,57.9,33.4,3.9,11.0,1241.81,16.8
Hawaii,HI,15,2024,10,2024-10-01,3.1,58.0,32.4,5.6,15.0,1205.6,22.89
Hawaii,HI,15,2024,11,2024-11-01,3.2,58.2,32.4,4.0,11.0,1204.96,17.56
Hawaii,HI,15,2024,12,2024-12-01,2.8,58.3,33.3,3.7,11.0,1240.76,16.8
Hawaii,HI,15,2025,1,2025-01-01,2.7,58.8,32.9,4.2,14.0,1254.15,17.63
Hawaii,HI,15,2025,2,2025-02-01,2.8,59.0,33.7,3.9,9.0,1273.19,17.49
Hawaii,HI,15,2025,3,2025-03-01,2.4,59.4,33.6,3.7,11.0,1267.06,16.04
Hawaii,HI,15,2025,4,2025-04-01,2.5,59.3,32.7,3.4,13.0,1234.1,17.29
Hawaii,HI,15,2025,5,2025-05-01,2.6,58.4,32.3,4.0,13.0,1209.64,19.09
Hawaii,HI,15,2025,6,2025-06-01,3.3,58.6,33.4,3.7,15.0,1257.51,16.53
Hawaii,HI,15,2025,7,2025-07-01,2.6,58.9,33.1,3.8,14.0,1243.57,15.78
Hawaii,HI,15,2025,8,2025-08-01,2.6,58.5,32.8,3.8,16.0,1222.78,14.76
Hawaii,HI,15,2025,9,2025-09-01,2.3,59.0,32.9,4.0,12.0,1238.69,8.67
Hawaii,HI,15,2025,10,2025-10-01,,,32.9,4.4,14.0,1261.72,5.94
Hawaii,HI,15,2025,11,2025-11-01,2.4,59.1,34.0,3.1,10.0,1297.44,5.39
Hawaii,HI,15,2025,12,2025-12-01,2.2,59.2,32.7,3.1,11.0,1260.91,1.4
Idaho,ID,16,2022,1,2022-01-01,3.6,60.9,33.0,7.1,25.0,904.53,19.82
Idaho,ID,16,2022,2,2022-02-01,3.5,61.2,33.0,7.4,20.0,892.98,15.54
Idaho,ID,16,2022,3,2022-03-01,3.2,61.6,33.2,7.5,24.0,909.35,19.41
Idaho,ID,16,2022,4,2022-04-01,2.7,61.5,33.1,7.4,32.0,910.58,19.76
Idaho,ID,16,2022,5,2022-05-01,2.5,62.0,34.2,7.4,25.0,948.37,22.88
Idaho,ID,16,2022,6,2022-06-01,2.8,62.2,33.6,7.2,23.0,924.0,21.3
Idaho,ID,16,2022,7,2022-07-01,2.8,62.1,33.8,7.7,29.0,931.19,22.85
Idaho,ID,16,2022,8,2022-08-01,2.9,61.9,34.0,6.4,38.0,933.98,23.06
Idaho,ID,16,2022,9,2022-09-01,2.5,61.8,33.2,7.0,34.0,931.59,25.07
Idaho,ID,16,2022,10,2022-10-01,2.6,61.7,34.0,7.1,29.0,969.34,22.34
Idaho,ID,16,2022,11,2022-11-01,2.8,61.3,33.0,7.1,24.0,957.66,18.52
Idaho,ID,16,2022,12,2022-12-01,2.8,61.2,32.8,7.9,35.0,961.7,20.46
Idaho,ID,16,2023,1,2023-01-01,3.6,60.8,33.3,7.3,27.0,974.03,19.66
Idaho,ID,16,2023,2,2023-02-01,3.6,61.0,32.8,6.0,20.0,952.51,17.57
Idaho,ID,16,2023,3,2023-03-01,3.5,61.3,32.6,6.4,22.0,952.9,18.12
Idaho,ID,16,2023,4,2023-04-01,2.9,61.4,33.4,7.3,26.0,988.64,18.55
Idaho,ID,16,2023,5,2023-05-01,3.0,61.8,33.3,5.8,27.0,980.02,19.92
Idaho,ID,16,2023,6,2023-06-01,3.0,62.2,33.8,5.9,22.0,984.26,21.86
